level_0,Platform,Post ID,Post Type,Post Content,Post Timestamp,Date,Weekday Type,Time,Time Periods,Likes,Comments,Shares,Impressions,Reach, Engagement Rate ,Audience Age,Age Group,Audience Gender,Audience Location,Audience Continent,Audience Interests,Campaign ID,Sentiment,Influencer ID
6471,Instagram,cfc4c1a5-1ee3-427a-8bed-20c0d8baf043,Video,Miss woman clearly beat.,6/17/2021 22:06,6/17/2021 (Thursday),Weekday,22:06:37,Night,2127,1792,1494,2769,1923,242.86,60,Senior Adults,Other,Jamaica,NorthAmerica,ground,,Mixed,
6473,Facebook,cab4c058-862d-475f-999f-e2d828e0722b,Link,With she leave under dog head own like.,5/20/2023 17:06,5/20/2023 (Saturday),Weekend,17:06:16,Afternoon,1120,694,288,9858,3575,44.5,64,Senior Adults,Male,Qatar,Asia,somebody,,Positive,
6475,Facebook,f408c1b8-34de-4e6f-b254-ed0209c73309,Link,Agency strategy necessary new conference tend.,12/1/2022 9:31,12/1/2022 (Thursday),Weekday,9:31:53,Morning,542,450,241,3619,1905,37.13,40,Mature Adults,Other,Indonesia,Asia,push,,Mixed,
6476,Instagram,0cc5edd1-0315-4275-b1d0-51ca70f3c208,Link,Trial TV business look.,1/13/2024 22:26,1/13/2024 (Saturday),Weekend,22:26:15,Night,621,1062,679,4204,3413,19.98,55,Senior Adults,Other,Malaysia,Asia,thought,,Negative,7140c956-2a6e-452e-b04a-b680fb0afec0
6478,LinkedIn,ba45897d-7ad3-43ea-a8bb-5686d6f066fd,Video,Analysis figure fear fact.,11/11/2022 14:25,11/11/2022 (Friday),Weekday,14:25:50,Afternoon,1464,1152,915,6010,3041,50.47,52,Senior Adults,Male,American Samoa,Oceania,product,,Negative,
6479,LinkedIn,17f56e90-26ac-4b53-b767-ea7e84aa73c8,Image,Me fear student per rather cultural.,3/5/2024 10:51,3/5/2024 (Tuesday),Weekday,10:51:09,Morning,1006,867,595,9061,3114,37.03,53,Senior Adults,Male,Martinique,NorthAmerica,expect,7e1312f4-592e-4d1e-b481-eabc28edcdff,Neutral,234e28df-a47f-4f8e-81e4-66909c40f2f3
6480,Instagram,bd30c126-24b6-46f7-be30-5f0c42ad5ee7,Video,Election question set.,8/11/2023 15:00,8/11/2023 (Friday),Weekday,15:00:05,Afternoon,1548,1599,1478,2773,2373,67.57,45,Mature Adults,Male,Djibouti,Africa,street,,Mixed,
6481,Facebook,25a80feb-7b29-4398-9d42-e2c523109de9,Image,Of modern others piece cut add.,8/25/2022 12:36,8/25/2022 (Thursday),Weekday,12:36:12,Afternoon,1194,762,697,3069,2606,42.52,30,Adolescent Adults,Other,Romania,Europe,anything,,Negative,
6482,LinkedIn,daf2c296-a5b7-4cc3-8732-41f0d9db2f2e,Image,Research agree child throughout stop somebody determine.,12/29/2021 12:51,12/29/2021 (Wednesday),Weekday,12:51:34,Afternoon,1440,951,552,7877,2165,86.67,18,Adolescent Adults,Female,Nigeria,Africa,protect,,Mixed,
6483,Facebook,ee962b76-8eb2-42d0-be90-719b09fa7aa9,Image,This once ten successful score.,4/8/2023 13:01,4/8/2023 (Saturday),Weekend,13:01:14,Afternoon,1440,873,660,3284,3843,36.17,40,Mature Adults,Female,Mali,Africa,contain,,Neutral,
6485,Instagram,f0157cfc-60a9-4569-957f-9328c06e53e2,Image,Back citizen than while likely at subject class.,1/7/2023 15:42,1/7/2023 (Saturday),Weekend,15:42:41,Afternoon,1752,1295,1124,8806,4504,33.42,45,Mature Adults,Other,Bahrain,Asia,a,,Mixed,
6487,Twitter,b8fe0e49-44cf-4462-a3a6-723ac5366b42,Video,Right team back free list star.,11/12/2022 20:50,11/12/2022 (Saturday),Weekend,20:50:15,Evening,2123,2093,1769,8567,5441,30.85,48,Senior Adults,Female,Lao People's Democratic Republic,Asia,budget,,Neutral,5503cf6c-c854-4e87-bd2f-429cf3ff056e
6488,LinkedIn,c86f010c-93b6-4f93-bdaa-0857e3fde450,Link,Check perhaps raise assume note.,12/18/2023 10:01,12/18/2023 (Monday),Weekday,10:01:04,Morning,599,182,143,5725,1116,61.42,23,Adolescent Adults,Female,Japan,Asia,color,,Mixed,
6489,Instagram,fbac045b-5a28-4122-87b7-9088e37896c0,Link,Popular score establish again.,2/16/2024 17:41,2/16/2024 (Friday),Weekday,17:41:50,Afternoon,1059,741,766,7523,2706,36.37,56,Senior Adults,Male,Bosnia and Herzegovina,Europe,music,,Neutral,
6490,LinkedIn,0583631f-deac-4775-a172-68450d4017eb,Link,Reason she whose development send general type.,10/19/2021 12:42,10/19/2021 (Tuesday),Weekday,12:42:56,Afternoon,218,502,153,4921,3965,14.83,52,Senior Adults,Other,Papua New Guinea,Oceania,young,,Neutral,
6493,Instagram,a3e8daf6-dfa9-482d-99d6-50b53c7a61e3,Video,Knowledge group one pressure early family green unit.,8/8/2022 9:16,8/8/2022 (Monday),Weekday,9:16:47,Morning,2042,1377,1313,7493,4279,27.93,20,Adolescent Adults,Male,Jamaica,NorthAmerica,drug,a64dfdc5-0d0c-45f2-b2c7-43bdf1d51e7f,Mixed,
6497,Facebook,9ffd9804-a829-4729-be60-9b33a59393c8,Image,Security friend maybe measure check.,9/13/2023 17:46,9/13/2023 (Wednesday),Weekday,17:46:16,Afternoon,973,1025,736,4697,3333,34.17,27,Adolescent Adults,Male,Ukraine,Europe,least,,Mixed,
6498,Facebook,86e1059a-d9c7-4c6e-b5e2-67525c783cd4,Video,Possible office better away kind fear.,6/27/2022 8:39,6/27/2022 (Monday),Weekday,8:39:14,Morning,1380,1118,946,7269,2755,40.11,34,Mature Adults,Male,Algeria,Africa,him,,Neutral,62f06fe4-88e5-416b-a95b-bb03e5163513
6500,Instagram,5202611f-7f53-4694-9d19-3bddc515b22b,Video,General scene purpose concern.,6/5/2023 12:46,6/5/2023 (Monday),Weekday,12:46:01,Afternoon,2214,1387,1381,9787,1884,185.27,20,Adolescent Adults,Female,Thailand,Asia,walk,,Positive,
6502,Twitter,01cf9f6d-00a4-456d-b2d4-b9fb2e521b29,Video,Know key behavior move understand case look.,5/3/2021 5:33,5/3/2021 (Monday),Weekday,5:33:12,Night,2572,2018,1606,1754,2754,120.97,35,Mature Adults,Other,Kuwait,Asia,finish,71a4c1f4-a4ba-48f0-a36e-9ece96f99bee,Negative,
6505,Twitter,ec1bb4f1-d9ab-4a39-8eb5-57ae237a94b3,Image,Place score much international free stand receive night.,3/30/2023 1:18,3/30/2023 (Thursday),Weekday,1:18:34,Night,1542,1789,1496,7923,3128,50.71,42,Mature Adults,Female,Heard Island and McDonald Islands,Oceania,may,,Mixed,
6507,Facebook,7b7e9ede-cb72-498d-b2a7-c8dda9bf3c99,Link,Pressure home whole performance.,8/29/2023 16:07,8/29/2023 (Tuesday),Weekday,16:07:33,Afternoon,512,536,249,9075,4489,16.25,20,Adolescent Adults,Male,Argentina,SouthAmerica,song,,Mixed,
6510,Instagram,dd24fded-a5b4-455a-abd0-2f045cf27338,Image,Main first ten.,8/14/2023 6:12,8/14/2023 (Monday),Weekday,6:12:07,Morning,1089,1387,1175,5486,2547,42.08,51,Senior Adults,Other,Philippines,Asia,me,,Positive,
6511,Facebook,559002db-a552-4ee4-87f2-af752d054331,Image,Republican pretty perform boy.,10/5/2023 1:13,10/5/2023 (Thursday),Weekday,1:13:03,Night,670,1077,726,6957,1904,51.61,22,Adolescent Adults,Female,Cape Verde,Africa,professor,,Mixed,
6512,Twitter,1798d870-74ec-4707-9a5d-72ff9f09b02e,Link,Beat economy develop able.,5/28/2022 16:53,5/28/2022 (Saturday),Weekend,16:53:52,Afternoon,1648,1187,949,5989,4577,29.48,26,Adolescent Adults,Other,Finland,Europe,home,,Mixed,
6515,LinkedIn,1fc3c478-bf0c-4010-ad01-f9082a82228d,Image,Cost recognize certain face wife trip plant.,6/8/2022 7:47,6/8/2022 (Wednesday),Weekday,7:47:17,Morning,1422,704,635,6501,1692,105.79,23,Adolescent Adults,Male,Senegal,Africa,thank,,Negative,70b2397b-4f43-43ca-8e22-da40b3c43c70
6516,Twitter,6c9fe308-3492-4d36-abbe-feeb56fac42a,Video,News reflect and thank read movie little.,9/14/2023 14:24,9/14/2023 (Thursday),Weekday,14:24:52,Afternoon,2026,1727,1685,5513,5267,17.4,23,Adolescent Adults,Male,Myanmar,Asia,challenge,,Mixed,
6521,LinkedIn,1a04f05e-df70-48a3-a400-269680ffe119,Link,Alone how exactly reach best.,11/22/2022 10:24,11/22/2022 (Tuesday),Weekday,10:24:22,Morning,135,366,277,3584,1090,48.28,38,Mature Adults,Other,United Kingdom,Europe,into,,Positive,
6522,Twitter,41acf664-124d-4509-ae4e-a97482d67bd0,Image,Nature read heart control customer page anything.,4/24/2023 5:04,4/24/2023 (Monday),Weekday,5:04:07,Night,1624,1659,1370,7249,1806,148.81,35,Mature Adults,Male,Saint Pierre and Miquelon,NorthAmerica,order,,Negative,
6525,LinkedIn,da160a21-6c07-42a7-87ae-2882f870a87c,Video,Camera wear share employee.,1/8/2022 0:01,1/8/2022 (Saturday),Weekend,0:01:58,Night,1445,1259,949,7420,4987,29.93,44,Mature Adults,Other,Tokelau,Oceania,enough,,Negative,
6526,Twitter,a5ad4cab-7572-49c9-a034-f5ead1a86340,Image,Bring sign kid cause.,10/10/2022 0:37,10/10/2022 (Monday),Weekday,0:37:06,Night,1712,1599,1376,3574,3318,39.0,18,Adolescent Adults,Other,Hong Kong,Asia,Mrs,,Mixed,
6527,Twitter,a5fa7761-a57e-4da9-b9cf-b72f61df5de1,Link,Necessary economic serious enough method.,12/2/2021 14:53,12/2/2021 (Thursday),Weekday,14:53:54,Afternoon,980,1319,1081,9455,5787,13.91,35,Mature Adults,Female,Tunisia,Africa,against,2319060e-1070-4c05-876b-9eb0b9b4bf4a,Neutral,
6529,Twitter,73ae38b1-ff20-42d4-80e4-5b524ed76ffd,Link,Pattern throw conference around difference similar other business.,9/8/2021 21:37,9/8/2021 (Wednesday),Weekday,21:37:18,Evening,1079,994,930,7808,4442,8.55,57,Senior Adults,Female,Grenada,NorthAmerica,blood,,Mixed,
6530,Facebook,1e427f32-e422-4183-8cf9-36313a3b8e16,Image,From image per.,10/10/2021 23:26,10/10/2021 (Sunday),Weekend,23:26:20,Night,918,674,701,2969,2896,21.47,51,Senior Adults,Female,Jersey,Europe,two,,Negative,87063c73-c28e-4b66-8b54-533366473d7e
6536,Twitter,52c3ead7-14dd-4e5f-b8e8-1c22bbd96a38,Link,Successful thought for together message case enjoy reflect.,3/10/2023 22:30,3/10/2023 (Friday),Weekday,22:30:54,Night,1442,1042,999,9974,5387,17.45,47,Senior Adults,Other,Liberia,Africa,course,,Positive,
6538,Twitter,30759ad9-c46c-44ef-9f22-7486f9eceb92,Video,Court level plant use foot always suffer.,1/12/2023 0:52,1/12/2023 (Thursday),Weekday,0:52:22,Night,2183,1707,1749,8876,2418,102.57,25,Adolescent Adults,Other,United Kingdom,Europe,significant,,Mixed,533ba14a-a2ca-4971-9cfd-4d5fa73fe968
6539,Twitter,f9e29f3a-07ac-403d-a0fb-39acaf2e77b3,Video,Institution yet check suffer local.,6/24/2022 16:21,6/24/2022 (Friday),Weekday,16:21:32,Afternoon,1747,1912,1637,2127,2300,70.86,62,Senior Adults,Male,Guinea-Bissau,Africa,her,,Mixed,
6540,LinkedIn,f20fbdcc-53fd-4fd9-9148-44fa9f58d6c2,Link,Local my especially that.,5/8/2023 20:35,5/8/2023 (Monday),Weekday,20:35:46,Evening,961,199,161,1701,1725,62.83,40,Mature Adults,Male,Swaziland,Africa,nation,,Mixed,
6541,Twitter,29bf013c-abac-4cee-8765-decd5e933dca,Link,Capital amount school huge pay.,12/20/2021 6:07,12/20/2021 (Monday),Weekday,6:07:39,Morning,1708,1011,1021,3680,3500,40.0,23,Adolescent Adults,Male,Bouvet Island (Bouvetoya),Antarctica,rule,,Positive,3feae38f-6a50-4de6-a02c-2c65d5e5292b
6542,Twitter,4c2ec130-e1a0-4051-80dc-f18a690a0986,Video,Suffer threat federal participant.,2/24/2022 9:04,2/24/2022 (Thursday),Weekday,9:04:23,Morning,2278,1666,1782,1561,3014,65.49,19,Adolescent Adults,Male,France,Europe,or,,Positive,
6544,Twitter,8d807da7-898f-4e59-8a43-cbadf0afeaa1,Image,Item here free region imagine garden.,5/1/2023 6:29,5/1/2023 (Monday),Weekday,6:29:08,Morning,1592,1690,1327,8003,2956,42.81,33,Mature Adults,Other,Hungary,Europe,process,,Negative,
6546,LinkedIn,d43e70cf-b13f-4230-92de-752f95f3d576,Link,Growth hair hope method now central level.,5/24/2021 14:20,5/24/2021 (Monday),Weekday,14:20:08,Afternoon,756,380,116,5928,3507,27.94,32,Mature Adults,Other,Israel,Asia,natural,,Mixed,
6547,Twitter,d3597fd9-ff29-4aac-a10a-38efd6afa723,Link,Identify since base protect.,7/29/2023 7:44,7/29/2023 (Saturday),Weekend,7:44:32,Morning,1073,1241,1088,6880,3498,27.02,25,Adolescent Adults,Male,Finland,Europe,thousand,,Positive,
6548,LinkedIn,24be5375-8331-40ae-915f-7941dfc0cd1b,Link,Term teacher today political it remember nearly.,12/4/2022 2:17,12/4/2022 (Sunday),Weekend,2:17:32,Night,244,290,269,5952,3277,15.83,22,Adolescent Adults,Female,Sierra Leone,Africa,nothing,aaade769-5bbb-4c5b-8d47-9e7afcbfd721,Mixed,
6554,Instagram,4e9eb4da-6620-4c16-b47e-c4210fb60204,Image,Exactly age ask friend.,1/9/2024 3:34,1/9/2024 (Tuesday),Weekday,3:34:53,Night,1112,1206,1009,8452,3968,11.02,51,Senior Adults,Female,Azerbaijan,Asia,body,891a849c-a075-4815-8c96-1805428422ae,Mixed,
6555,Instagram,70172d1e-2e9b-4358-a795-97c7eaa81edd,Video,Model cost fall speech.,2/15/2022 0:08,2/15/2022 (Tuesday),Weekday,0:08:46,Night,2270,1587,1372,4985,5232,33.8,28,Adolescent Adults,Other,Guatemala,NorthAmerica,its,,Neutral,
6557,Instagram,527aafe0-62ad-4d24-85cc-efd61863b9ae,Link,Early clear agree support because their level.,12/23/2022 15:48,12/23/2022 (Friday),Weekday,15:48:36,Afternoon,1416,866,663,5098,3664,37.37,18,Adolescent Adults,Other,Equatorial Guinea,Africa,minute,,Mixed,
6558,LinkedIn,5f815790-9a45-4b8c-a715-f1a9ed408412,Link,Agreement fly community popular purpose green company building.,3/9/2023 20:05,3/9/2023 (Thursday),Weekday,20:05:43,Evening,269,581,205,8812,1377,59.12,43,Mature Adults,Female,Belgium,Europe,form,,Neutral,
6564,LinkedIn,297159e5-482e-4205-941c-9721ae362369,Link,Relationship white return catch key.,6/18/2021 19:22,6/18/2021 (Friday),Weekday,19:22:35,Evening,746,380,243,7450,3652,30.1,51,Senior Adults,Female,Swaziland,Africa,number,,Mixed,
6566,LinkedIn,8fb97ed8-07a4-4fb0-8893-5b7e75687aef,Video,Cover doctor drug research wish.,5/22/2022 2:17,5/22/2022 (Sunday),Weekend,2:17:44,Night,947,1190,945,2011,1605,84.72,43,Mature Adults,Male,Martinique,NorthAmerica,town,cd4a50d9-1c67-45d8-a1b6-c07cd6e45fe6,Neutral,
6571,Facebook,e9057536-ab17-4864-b352-82b6bc9eaea4,Video,Laugh health adult TV state.,10/1/2023 14:19,10/1/2023 (Sunday),Weekend,14:19:26,Afternoon,1783,925,1019,5101,2797,54.14,54,Senior Adults,Male,Pakistan,Asia,spend,,Mixed,
6573,LinkedIn,834b3df9-8e97-4fea-8ebe-1e5012358fc7,Link,Poor speak owner guess later.,6/29/2021 9:43,6/29/2021 (Tuesday),Weekday,9:43:55,Morning,501,321,130,7349,5095,13.05,39,Mature Adults,Female,Mayotte,Africa,peace,,Negative,
6574,Facebook,218c61e7-ccd9-4284-bdf5-d09044036843,Image,Staff family responsibility realize at.,9/21/2022 9:41,9/21/2022 (Wednesday),Weekday,9:41:21,Morning,1119,849,625,7765,3306,29.31,43,Mature Adults,Other,Korea,Asia,guy,,Mixed,
6575,Instagram,4b3e4d59-53c0-4046-8b1e-f7e441d00b6e,Video,Ask vote usually population order case firm.,5/9/2022 4:13,5/9/2022 (Monday),Weekday,4:13:53,Night,1921,1585,1432,7907,4234,35.38,64,Senior Adults,Other,Bhutan,Asia,event,,Mixed,
6576,LinkedIn,c417dfbf-46cb-4829-8430-a760cacf812a,Link,Clear or become argue field music.,6/12/2021 12:31,6/12/2021 (Saturday),Weekend,12:31:18,Afternoon,623,147,208,4779,2285,31.03,41,Mature Adults,Male,Argentina,SouthAmerica,key,,Mixed,
6579,Facebook,d560268c-7f99-4bf3-b9a1-bbfc2576def8,Image,Air can small change yet.,9/13/2022 1:40,9/13/2022 (Tuesday),Weekday,1:40:30,Night,1340,1076,704,5786,4865,30.95,61,Senior Adults,Female,Hungary,Europe,next,,Mixed,
6581,Twitter,97f0c8bd-8cbb-4689-8435-46a15a88a3af,Link,Perhaps page security back member.,9/18/2022 22:54,9/18/2022 (Sunday),Weekend,22:54:04,Night,1129,1297,1081,7189,4635,21.61,59,Senior Adults,Female,Sweden,Europe,yet,,Positive,
6583,Instagram,917c8515-0bc5-451b-9f81-d03346c3fb2d,Link,Black everybody indeed member.,7/5/2021 10:29,7/5/2021 (Monday),Weekday,10:29:36,Morning,613,745,682,8104,3544,8.15,19,Adolescent Adults,Other,Czech Republic,Europe,race,b13392e1-894d-4d5a-9ee9-8551c7bb2a31,Mixed,
6586,Twitter,3c336938-2e0c-4488-ab39-3cb73d403694,Image,Commercial game push national guess financial trouble.,9/1/2023 17:45,9/1/2023 (Friday),Weekday,17:45:29,Afternoon,1984,1601,1343,3819,2187,115.9,45,Mature Adults,Other,Costa Rica,NorthAmerica,four,,Mixed,
6589,LinkedIn,9c9eb225-6711-4651-b173-d6dcde7a968d,Link,Few candidate fast with themselves.,6/4/2021 13:43,6/4/2021 (Friday),Weekday,13:43:17,Afternoon,325,120,223,2719,1010,40.44,43,Mature Adults,Male,Bolivia,SouthAmerica,treat,,Mixed,
6590,LinkedIn,40007a92-0962-4fdd-b04f-fa13b08b79fc,Link,Guy long prevent third together return week.,8/16/2023 8:30,8/16/2023 (Wednesday),Weekday,8:30:48,Morning,522,185,224,4408,2943,22.19,65,Senior Adults,Male,Zimbabwe,Africa,find,,Mixed,
6591,Facebook,afd3dd93-d155-48ce-b82d-e381c4118f77,Image,Ever these teach.,4/13/2021 16:24,4/13/2021 (Tuesday),Weekday,16:24:15,Afternoon,848,712,747,6685,2930,21.76,31,Mature Adults,Male,Azerbaijan,Asia,early,,Positive,
6592,Twitter,f4ad745a-bfcd-483b-a996-6e6210a834d1,Link,Any sign spring.,5/21/2023 14:33,5/21/2023 (Sunday),Weekend,14:33:30,Afternoon,1712,1086,1070,9992,3188,51.05,24,Adolescent Adults,Male,Chad,Africa,minute,7d270796-903c-4901-a8d8-c60d783c3cf8,Neutral,
6593,Instagram,5bf71821-0026-4a17-8e75-4419e2dae6c8,Image,Support chance nature though onto spend.,10/25/2022 10:41,10/25/2022 (Tuesday),Weekday,10:41:15,Morning,1024,1354,1175,2051,2191,46.43,53,Senior Adults,Female,Serbia,Europe,always,,Mixed,
6594,Twitter,5041d4ed-cbee-4eff-b775-bf6561d8e571,Video,Pressure series before perhaps past weight way.,6/29/2022 8:08,6/29/2022 (Wednesday),Weekday,8:08:13,Morning,1620,1858,1708,6584,4816,12.0,38,Mature Adults,Male,Korea,Asia,exactly,,Positive,
6597,Twitter,9a83448b-d1b2-46cd-aadd-7a1e9bd5b234,Link,However need one quite history trial but.,1/4/2022 9:17,1/4/2022 (Tuesday),Weekday,9:17:37,Morning,1342,1271,1081,4878,5333,22.42,64,Senior Adults,Other,Bhutan,Asia,until,,Mixed,
6598,Twitter,cda625f1-7c54-4acb-9b05-c443dfb40ade,Video,Food before statement ahead decide.,2/4/2024 21:05,2/4/2024 (Sunday),Weekend,21:05:19,Evening,1734,1706,1644,7626,5398,7.48,22,Adolescent Adults,Female,Namibia,Africa,college,,Negative,
6599,Instagram,7c5e3f8e-effe-4b21-a00c-e130e83ee3ae,Video,Firm effect describe begin follow three.,1/14/2024 9:16,1/14/2024 (Sunday),Weekend,9:16:50,Morning,1575,1677,1423,5099,4537,23.94,19,Adolescent Adults,Male,Tunisia,Africa,sing,,Positive,
6603,Twitter,b9e14476-5a25-4394-8ffc-25b2ae8de10e,Video,Magazine special heart people.,2/3/2024 18:40,2/3/2024 (Saturday),Weekend,18:40:09,Evening,2083,1602,1619,5134,6009,11.43,23,Adolescent Adults,Female,Falkland Islands (Malvinas),SouthAmerica,heart,,Mixed,
6604,Twitter,04480da8-ee32-464c-bc9b-45275a3ee54e,Link,Reach out attorney.,5/31/2023 12:23,5/31/2023 (Wednesday),Weekday,12:23:32,Afternoon,1812,1216,1084,9253,5029,34.2,19,Adolescent Adults,Male,Georgia,Asia,affect,1228f69a-e533-4e0b-8a24-3d97de58afeb,Mixed,
6607,Twitter,6853a914-07b2-47de-857d-bb40a08c51b1,Video,Foreign stay especially behind sign TV community.,5/13/2022 8:16,5/13/2022 (Friday),Weekday,8:16:51,Morning,2127,1832,1604,8203,3426,41.79,40,Mature Adults,Male,Kyrgyz Republic,Asia,important,,Positive,
6610,Instagram,49b7c009-5062-43b9-bcfa-56c2a8eef301,Link,Carry others institution join born focus.,12/15/2022 13:07,12/15/2022 (Thursday),Weekday,13:07:21,Afternoon,781,705,618,8881,3861,9.32,27,Adolescent Adults,Female,Belize,NorthAmerica,only,,Mixed,
6611,Instagram,9fbe9ae4-67fd-4ccd-848a-e6ed5facfced,Video,Lead conference others focus draw create perform read.,1/15/2022 8:35,1/15/2022 (Saturday),Weekend,8:35:02,Morning,1555,1740,1330,8573,5528,17.15,34,Mature Adults,Male,Malaysia,Asia,find,21788508-9f0b-490f-8efc-c3e1614ca638,Mixed,
6614,Facebook,45a558dc-b881-44b9-beb1-8da86fa99611,Link,Central season free.,11/2/2023 16:49,11/2/2023 (Thursday),Weekday,16:49:51,Afternoon,468,548,206,6475,2102,32.7,38,Mature Adults,Female,Palestinian Territory,Asia,old,6a05a5b4-e654-4bbd-9bfa-66db4092a35f,Negative,
6620,Instagram,bf492856-881e-49c2-9ba2-2d58bbd41eb7,Link,Edge around hold born hot either get campaign.,5/7/2021 21:25,5/7/2021 (Friday),Weekday,21:25:25,Evening,930,829,731,6355,1656,65.34,46,Senior Adults,Female,Singapore,Asia,Mr,,Neutral,
6621,Facebook,6917a7d1-81c9-4d4d-8637-cf155c597c21,Video,Again sometimes court mission his.,6/6/2021 11:34,6/6/2021 (Sunday),Weekend,11:34:02,Morning,1018,1196,934,2893,2839,23.1,40,Mature Adults,Male,Bermuda,NorthAmerica,various,,Mixed,8a1ab17e-8455-48b1-a80e-473bbac10ef1
6623,Instagram,154aac93-df56-4df7-a3b3-4b1b1b803193,Image,Local well significant.,2/12/2024 4:48,2/12/2024 (Monday),Weekday,4:48:30,Night,1899,1132,1112,6987,4827,29.87,23,Adolescent Adults,Female,Somalia,Africa,but,,Positive,
6624,LinkedIn,40bde1c2-3649-4482-82e1-c0d7dd43bf8c,Image,Window church significant call after old.,1/20/2023 11:53,1/20/2023 (Friday),Weekday,11:53:26,Morning,1348,790,682,3705,2271,74.53,53,Senior Adults,Female,Syrian Arab Republic,Asia,others,,Mixed,
6625,Instagram,03a92395-d8ab-4a68-8d79-5d04ac9a2369,Link,Black more most message.,3/10/2022 15:19,3/10/2022 (Thursday),Weekday,15:19:12,Afternoon,1229,746,625,5794,4189,22.29,64,Senior Adults,Male,Palau,Oceania,method,,Mixed,
6626,LinkedIn,1e865516-cb61-4ff6-ac17-71de1b103aed,Link,Street much recently.,9/29/2021 23:49,9/29/2021 (Wednesday),Weekday,23:49:46,Night,769,592,300,8954,926,164.77,57,Senior Adults,Male,Senegal,Africa,safe,,Mixed,
6629,LinkedIn,6ef048a5-fc1a-4fcc-a844-41c461e3951e,Image,Later born former leg adult.,9/15/2022 4:24,9/15/2022 (Thursday),Weekday,4:24:44,Night,699,672,666,2788,2725,24.13,38,Mature Adults,Female,United States Virgin Islands,NorthAmerica,appear,,Positive,
6630,Twitter,29ebed61-40ee-4c9b-a3f9-5978a297c207,Video,Seven option cover.,12/30/2021 20:47,12/30/2021 (Thursday),Weekday,20:47:08,Evening,2505,2093,1731,8970,2639,147.16,49,Senior Adults,Other,Poland,Europe,yourself,,Mixed,
6631,LinkedIn,4df9abcf-55a7-4255-ac28-88cbe9b8c5a0,Link,Public hospital firm Congress.,6/22/2023 2:31,6/22/2023 (Thursday),Weekday,2:31:31,Night,215,256,230,6753,1454,29.62,60,Senior Adults,Female,Greece,Europe,group,,Neutral,
6635,Instagram,1caf60c4-fd08-4516-a473-a67a0ad2df6a,Video,Step sport likely media myself me between.,12/7/2021 23:28,12/7/2021 (Tuesday),Weekday,23:28:54,Night,2074,1797,1483,1830,2591,112.63,54,Senior Adults,Female,Norfolk Island,Oceania,box,,Positive,
6636,LinkedIn,234f7c95-7e5a-4afb-8c60-ae277ea350a7,Link,Whose these card food.,11/24/2021 23:15,11/24/2021 (Wednesday),Weekday,23:15:37,Night,669,109,268,8683,1129,72.5,41,Mature Adults,Female,British Virgin Islands,NorthAmerica,seat,,Negative,
6641,Twitter,4fb22695-2e9b-4fa7-a8ce-cde893d9b376,Video,Beyond painting head.,7/11/2023 21:43,7/11/2023 (Tuesday),Weekday,21:43:31,Evening,2127,2089,1618,5928,2139,191.84,60,Senior Adults,Male,Pitcairn Islands,Oceania,relate,,Mixed,
6642,Facebook,38e135c5-578b-47db-9c0b-30183148a9f1,Image,Whom wish often party she.,1/23/2022 23:45,1/23/2022 (Sunday),Weekend,23:45:38,Night,1406,876,781,8071,1823,103.27,24,Adolescent Adults,Female,Venezuela,SouthAmerica,beat,,Mixed,
6644,Twitter,58b4b552-cd5e-42db-907c-0f129d78ce81,Image,Sure plan easy trouble.,7/7/2023 5:34,7/7/2023 (Friday),Weekday,5:34:02,Night,2181,1522,1481,6288,5928,27.74,22,Adolescent Adults,Male,Sierra Leone,Africa,cover,,Mixed,
6645,LinkedIn,f7902d9d-098c-4d83-a96a-f220a0b669e0,Image,Art option office now different.,8/13/2022 15:21,8/13/2022 (Saturday),Weekend,15:21:47,Afternoon,798,540,629,6187,2976,18.86,18,Adolescent Adults,Female,Guam,Oceania,list,,Neutral,
6647,Twitter,4c8ec986-ae2c-4068-bf32-b9394283e410,Video,At learn raise trip try over.,12/1/2022 18:21,12/1/2022 (Thursday),Weekday,18:21:50,Evening,2260,1777,1623,9221,3026,60.31,61,Senior Adults,Female,Cyprus,Asia,power,,Mixed,
6648,LinkedIn,79ceb045-2331-4328-886e-e6a6e08060b2,Video,Important new like free drug.,2/28/2022 11:36,2/28/2022 (Monday),Weekday,11:36:15,Morning,1204,874,826,5227,3725,17.23,30,Adolescent Adults,Other,Western Sahara,Africa,base,6d59c526-05ab-473b-aafc-c3c6bcc2dc65,Neutral,
6649,Twitter,a50b6178-9a0a-4270-a880-d67b1ab4e150,Video,Mission help never stage.,8/16/2022 14:24,8/16/2022 (Tuesday),Weekday,14:24:24,Afternoon,2342,2024,1662,4868,3324,71.23,51,Senior Adults,Male,Benin,Africa,own,,Mixed,
6650,LinkedIn,f4221443-3c68-401b-bfb4-2f9adefb47a3,Image,Finish quite site company try.,4/17/2023 22:54,4/17/2023 (Monday),Weekday,22:54:01,Night,653,795,661,5315,5350,12.56,24,Adolescent Adults,Other,Sierra Leone,Africa,point,3dddde67-c90e-4658-a270-375c89d74a4b,Mixed,
6651,Facebook,e5afa094-feea-43e3-93cf-fc66f601e338,Image,Month president red eye resource herself miss.,6/13/2023 23:40,6/13/2023 (Tuesday),Weekday,23:40:10,Night,1339,1094,796,8023,1429,172.38,37,Mature Adults,Female,Timor-Leste,Asia,policy,,Mixed,
